Año encuesta;Localidad;Sexo;Aseguramiento;Estrato;NIVEL_CONSUMO_TABACO_ACTUAL;Casos Fuma;Casos de tabaquismo pasivo;Casos de tabaquismo pesado;Registros
2021;Mártires;Mujer;Ninguno;3;MODERADO;1;1;1;1
2021;Mártires;Mujer;Subsidiado (EPSS);3;LEVE;1;0;0;1
2021;Mártires;Mujer;Subsidiado (EPSS);3;MODERADO;1;1;1;1
2021;Puente Aranda;Hombre;Contributivo (EPS);3;SEVERO;1;0;1;1
2021;Puente Aranda;Mujer;Subsidiado (EPSS);3;LEVE;1;0;0;1
2021;Rafael Uribe;Hombre;Contributivo (EPS);1;LEVE;1;0;0;1
2021;Rafael Uribe;Hombre;Contributivo (EPS);3;LEVE;1;0;0;1
2021;Rafael Uribe;Hombre;Contributivo (EPS);3;MODERADO;2;1;2;2
2021;Rafael Uribe;Hombre;Ninguno;2;MODERADO;1;1;1;1
2021;Rafael Uribe;Hombre;Subsidiado (EPSS);2;LEVE;1;0;0;1
2021;Rafael Uribe;Hombre;Subsidiado (EPSS);3;LEVE;1;0;0;1
2021;Rafael Uribe;Mujer;Contributivo (EPS);3;LEVE;1;0;0;1
2021;Rafael Uribe;Mujer;Contributivo (EPS);3;MODERADO;1;0;1;1
2021;San Cristóbal;Hombre;Contributivo (EPS);2;LEVE;1;0;0;1
2021;San Cristóbal;Hombre;Contributivo (EPS);2;MODERADO;2;0;2;2
2021;San Cristóbal;Hombre;Régimen excepcional;2;LEVE;1;0;0;1
2021;San Cristóbal;Hombre;Subsidiado (EPSS);2;LEVE;1;1;0;1
2021;San Cristóbal;Hombre;Subsidiado (EPSS);2;SEVERO;1;0;1;1
2021;San Cristóbal;Mujer;Contributivo (EPS);2;MODERADO;1;1;1;1
2021;San Cristóbal;Mujer;Subsidiado (EPSS);2;LEVE;3;1;1;3
2021;San Cristóbal;Mujer;Subsidiado (EPSS);2;MODERADO;1;1;1;1
2021;Santa Fe;Hombre;Contributivo (EPS);2;LEVE;2;0;1;2
2021;Santa Fe;Hombre;Contributivo (EPS);3;LEVE;1;1;0;1
2021;Santa Fe;Hombre;Ninguno;2;MODERADO;1;0;1;1
2021;Santa Fe;Hombre;Subsidiado (EPSS);2;LEVE;2;2;1;2
2021;Santa Fe;Hombre;Subsidiado (EPSS);2;MODERADO;3;0;3;3
2021;Santa Fe;Mujer;Contributivo (EPS);2;LEVE;2;0;0;2
2021;Santa Fe;Mujer;Subsidiado (EPSS);1;MODERADO;1;0;1;1
2021;Santa Fe;Mujer;Subsidiado (EPSS);2;LEVE;2;1;0;2
2021;Santa Fe;Mujer;Subsidiado (EPSS);2;MODERADO;1;1;1;1
2021;Santa Fe;Mujer;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2021;Suba;Hombre;Contributivo (EPS);2;MODERADO;3;0;2;3
2021;Suba;Hombre;Contributivo (EPS);3;LEVE;2;1;0;2
2021;Suba;Hombre;Contributivo (EPS);3;MODERADO;3;2;3;3
2021;Suba;Hombre;Contributivo (EPS);4;MODERADO;1;0;1;1
2021;Suba;Hombre;Subsidiado (EPSS);2;LEVE;3;1;0;3
2021;Suba;Hombre;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2021;Suba;Mujer;Contributivo (EPS);2;LEVE;2;0;1;2
2021;Suba;Mujer;Contributivo (EPS);3;LEVE;2;1;0;2
2021;Suba;Mujer;Contributivo (EPS);3;MODERADO;1;0;1;1
2021;Suba;Mujer;Contributivo (EPS);4;LEVE;1;1;0;1
2021;Suba;Mujer;Contributivo (EPS);4;MODERADO;1;0;1;1
2021;Suba;Mujer;Subsidiado (EPSS);2;LEVE;2;1;0;2
2021;Suba;Mujer;Subsidiado (EPSS);2;MODERADO;1;0;1;1
2021;Teusaquillo;Hombre;Contributivo (EPS);4;LEVE;1;0;0;1
2021;Teusaquillo;Hombre;Contributivo (EPS);4;MODERADO;2;0;2;2
2021;Teusaquillo;Hombre;Contributivo (EPS);4;SEVERO;1;0;1;1
2021;Teusaquillo;Hombre;Subsidiado (EPSS);4;LEVE;1;0;0;1
2021;Teusaquillo;Mujer;Contributivo (EPS);4;LEVE;2;0;0;2
2021;Teusaquillo;Mujer;Contributivo (EPS);4;MODERADO;1;0;0;1
2021;Teusaquillo;Mujer;Régimen excepcional;4;LEVE;1;0;0;1
2021;Tunjuelito;Hombre;Contributivo (EPS);2;LEVE;3;1;0;3
2021;Tunjuelito;Hombre;Contributivo (EPS);2;MODERADO;1;0;1;1
2021;Tunjuelito;Hombre;Subsidiado (EPSS);2;LEVE;1;0;1;1
2021;Tunjuelito;Hombre;Subsidiado (EPSS);2;SEVERO;1;0;1;1
2021;Tunjuelito;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2021;Tunjuelito;Mujer;Contributivo (EPS);2;MODERADO;2;1;2;2
2021;Tunjuelito;Mujer;Contributivo (EPS);2;SEVERO;1;0;1;1
2021;Usaquén;Hombre;Contributivo (EPS);2;LEVE;1;0;1;1
2021;Usaquén;Hombre;Contributivo (EPS);2;MODERADO;2;0;2;2
2021;Usaquén;Hombre;Contributivo (EPS);3;LEVE;1;0;0;1
2021;Usaquén;Hombre;Contributivo (EPS);4;MODERADO;1;0;1;1
2021;Usaquén;Hombre;Ninguno;4;LEVE;1;0;0;1
2021;Usaquén;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2021;Usaquén;Mujer;Contributivo (EPS);3;LEVE;1;0;0;1
2021;Usme;Hombre;Contributivo (EPS);1;MODERADO;1;0;1;1
2021;Usme;Hombre;Contributivo (EPS);2;LEVE;2;0;1;2
2021;Usme;Hombre;Contributivo (EPS);2;MODERADO;1;0;1;1
2021;Usme;Hombre;Contributivo (EPS);2;SEVERO;1;0;1;1
2021;Usme;Hombre;Subsidiado (EPSS);1;MODERADO;1;0;1;1
2021;Usme;Hombre;Subsidiado (EPSS);2;LEVE;2;0;1;2
2021;Usme;Hombre;Subsidiado (EPSS);2;SEVERO;1;1;1;1
2021;Usme;Mujer;Contributivo (EPS);1;LEVE;1;0;0;1
2021;Usme;Mujer;Contributivo (EPS);2;LEVE;3;2;2;3
2021;Usme;Mujer;Contributivo (EPS);2;MODERADO;1;0;0;1
2021;Usme;Mujer;Contributivo (EPS);2;SEVERO;1;0;1;1
2021;Usme;Mujer;Subsidiado (EPSS);1;MODERADO;2;1;2;2
2021;Usme;Mujer;Subsidiado (EPSS);2;LEVE;3;0;1;3
2021;Usme;Mujer;Subsidiado (EPSS);2;MODERADO;1;0;1;1
2022;Antonio Nariño;Hombre;Contributivo (EPS);3;MODERADO;1;0;1;1
2022;Antonio Nariño;Hombre;Contributivo (EPS);3;SEVERO;2;0;2;2
2022;Antonio Nariño;Hombre;Ninguno;3;MODERADO;1;0;1;1
2022;Antonio Nariño;Hombre;Subsidiado (EPSS);3;LEVE;3;0;3;3
2022;Antonio Nariño;Hombre;Subsidiado (EPSS);3;MODERADO;1;0;0;1
2022;Antonio Nariño;Mujer;Contributivo (EPS);3;LEVE;1;0;0;1
2022;Antonio Nariño;Mujer;Contributivo (EPS);3;MODERADO;2;2;2;2
2022;Antonio Nariño;Mujer;Subsidiado (EPSS);2;LEVE;2;0;0;2
2022;Antonio Nariño;Mujer;Subsidiado (EPSS);3;LEVE;1;0;0;1
2022;Barrios Unidos;Hombre;Contributivo (EPS);3;MODERADO;1;0;1;1
2022;Barrios Unidos;Hombre;Ninguno;3;LEVE;1;0;0;1
2022;Barrios Unidos;Hombre;Subsidiado (EPSS);3;LEVE;4;1;2;4
2022;Barrios Unidos;Hombre;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2022;Barrios Unidos;Mujer;Contributivo (EPS);3;LEVE;1;0;1;1
2022;Barrios Unidos;Mujer;Subsidiado (EPSS);3;LEVE;1;0;0;1
2022;Bosa;Hombre;Contributivo (EPS);2;LEVE;1;0;0;1
2022;Bosa;Hombre;Contributivo (EPS);2;SEVERO;1;0;1;1
2022;Bosa;Hombre;Subsidiado (EPSS);2;LEVE;1;0;1;1
2022;Bosa;Mujer;Contributivo (EPS);2;LEVE;2;1;1;2
2022;Bosa;Mujer;Contributivo (EPS);2;MODERADO;1;0;1;1
2022;Bosa;Mujer;Régimen excepcional;2;MODERADO;1;0;1;1
2022;Bosa;Mujer;Subsidiado (EPSS);2;LEVE;3;1;1;3
2022;Candelaria;Hombre;Contributivo (EPS);2;LEVE;1;0;0;1
2022;Candelaria;Hombre;Contributivo (EPS);2;MODERADO;2;2;2;2
2022;Candelaria;Hombre;Subsidiado (EPSS);2;LEVE;1;1;0;1
2022;Candelaria;Mujer;Contributivo (EPS);2;MODERADO;4;2;4;4
2022;Candelaria;Mujer;Contributivo (EPS);2;SEVERO;1;1;1;1
2022;Candelaria;Mujer;Subsidiado (EPSS);1;LEVE;1;0;1;1
2022;Candelaria;Mujer;Subsidiado (EPSS);2;LEVE;1;0;0;1
2022;Candelaria;Mujer;Subsidiado (EPSS);2;MODERADO;1;0;1;1
2022;Chapinero;Hombre;Contributivo (EPS);2;LEVE;2;0;1;2
2022;Chapinero;Hombre;Ninguno;2;LEVE;1;0;0;1
2022;Chapinero;Hombre;Subsidiado (EPSS);2;LEVE;1;1;0;1
2022;Chapinero;Mujer;Contributivo (EPS);1;LEVE;1;1;0;1
2022;Chapinero;Mujer;Contributivo (EPS);2;MODERADO;1;0;1;1
2022;Ciudad Bolívar;Hombre;Contributivo (EPS);1;LEVE;1;0;1;1
2022;Ciudad Bolívar;Hombre;Contributivo (EPS);1;MODERADO;3;1;3;3
2022;Ciudad Bolívar;Hombre;Contributivo (EPS);2;MODERADO;1;0;1;1
2022;Ciudad Bolívar;Hombre;Subsidiado (EPSS);1;LEVE;2;0;1;2
2022;Ciudad Bolívar;Hombre;Subsidiado (EPSS);1;MODERADO;2;1;2;2
2022;Ciudad Bolívar;Mujer;Contributivo (EPS);1;LEVE;1;0;1;1
2022;Ciudad Bolívar;Mujer;Contributivo (EPS);1;MODERADO;1;1;0;1
2022;Ciudad Bolívar;Mujer;Contributivo (EPS);2;MODERADO;1;1;1;1
2022;Ciudad Bolívar;Mujer;Subsidiado (EPSS);1;LEVE;2;2;0;2
2022;Ciudad Bolívar;Mujer;Subsidiado (EPSS);1;MODERADO;1;1;1;1
2022;Ciudad Bolívar;Mujer;Subsidiado (EPSS);1;SEVERO;1;0;1;1
2022;Ciudad Bolívar;Mujer;Subsidiado (EPSS);2;LEVE;1;0;1;1
2022;Engativá;Hombre;Contributivo (EPS);1;LEVE;1;0;0;1
2022;Engativá;Hombre;Contributivo (EPS);2;MODERADO;2;1;2;2
2022;Engativá;Hombre;Contributivo (EPS);3;MODERADO;1;0;1;1
2022;Engativá;Hombre;Contributivo (EPS);3;SEVERO;2;0;2;2
2022;Engativá;Hombre;Régimen excepcional;2;MODERADO;1;0;1;1
2022;Engativá;Hombre;Subsidiado (EPSS);2;LEVE;1;0;1;1
2022;Engativá;Hombre;Subsidiado (EPSS);3;LEVE;2;0;0;2
2022;Engativá;Mujer;Contributivo (EPS);2;LEVE;2;2;0;2
2022;Engativá;Mujer;Contributivo (EPS);3;LEVE;1;0;0;1
2022;Engativá;Mujer;Subsidiado (EPSS);2;LEVE;3;0;0;3
2022;Fontibón;Hombre;Contributivo (EPS);3;LEVE;1;0;0;1
2022;Fontibón;Hombre;Contributivo (EPS);3;MODERADO;2;1;2;2
2022;Fontibón;Hombre;Contributivo (EPS);4;LEVE;1;1;0;1
2022;Fontibón;Mujer;Contributivo (EPS);2;LEVE;1;0;1;1
2022;Fontibón;Mujer;Contributivo (EPS);3;LEVE;1;0;0;1
2022;Fontibón;Mujer;Contributivo (EPS);3;MODERADO;1;0;1;1
2022;Fontibón;Mujer;Contributivo (EPS);4;LEVE;1;0;1;1
2022;Fontibón;Mujer;Subsidiado (EPSS);2;LEVE;1;0;1;1
2022;Fontibón;Mujer;Subsidiado (EPSS);3;LEVE;2;1;0;2
2022;Kennedy;Hombre;Contributivo (EPS);2;LEVE;2;0;2;2
2022;Kennedy;Hombre;Contributivo (EPS);2;MODERADO;1;0;1;1
2022;Kennedy;Hombre;Contributivo (EPS);3;LEVE;2;0;1;2
2022;Kennedy;Hombre;Contributivo (EPS);3;MODERADO;2;1;2;2
2022;Kennedy;Hombre;Contributivo (EPS);3;SEVERO;1;0;1;1
2022;Kennedy;Hombre;Régimen excepcional;3;MODERADO;1;0;1;1
2022;Kennedy;Hombre;Subsidiado (EPSS);2;LEVE;1;0;1;1
2022;Kennedy;Hombre;Subsidiado (EPSS);2;SEVERO;1;0;1;1
2022;Kennedy;Hombre;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2022;Kennedy;Mujer;Contributivo (EPS);2;MODERADO;1;0;1;1
2022;Kennedy;Mujer;Contributivo (EPS);3;LEVE;2;0;1;2
2022;Kennedy;Mujer;Contributivo (EPS);3;MODERADO;1;1;1;1
2022;Kennedy;Mujer;Contributivo (EPS);3;SEVERO;1;0;1;1
2022;Kennedy;Mujer;Subsidiado (EPSS);2;LEVE;1;0;0;1
2022;Kennedy;Mujer;Subsidiado (EPSS);2;MODERADO;1;0;1;1
2022;Mártires;Hombre;Contributivo (EPS);3;LEVE;1;0;0;1
2022;Mártires;Hombre;Contributivo (EPS);3;MODERADO;3;1;3;3
2022;Mártires;Hombre;Subsidiado (EPSS);2;LEVE;1;0;1;1
2022;Mártires;Hombre;Subsidiado (EPSS);2;SEVERO;1;0;1;1
2022;Mártires;Hombre;Subsidiado (EPSS);3;LEVE;3;0;1;3
2022;Mártires;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2022;Mártires;Mujer;Contributivo (EPS);3;MODERADO;1;0;1;1
2022;Mártires;Mujer;Subsidiado (EPSS);2;LEVE;1;0;0;1
2022;Mártires;Mujer;Subsidiado (EPSS);2;MODERADO;2;2;2;2
2022;Mártires;Mujer;Subsidiado (EPSS);3;LEVE;2;1;2;2
2022;Mártires;Mujer;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2022;Puente Aranda;Hombre;Contributivo (EPS);3;LEVE;3;0;0;3
2022;Puente Aranda;Hombre;Contributivo (EPS);3;MODERADO;1;0;1;1
2022;Puente Aranda;Mujer;Contributivo (EPS);3;LEVE;3;1;0;3
2022;Puente Aranda;Mujer;Contributivo (EPS);3;SEVERO;1;1;1;1
2022;Puente Aranda;Mujer;Subsidiado (EPSS);3;LEVE;1;0;0;1
2022;Rafael Uribe;Hombre;Contributivo (EPS);3;LEVE;2;1;1;2
2022;Rafael Uribe;Hombre;Contributivo (EPS);3;MODERADO;1;0;1;1
2022;Rafael Uribe;Hombre;Subsidiado (EPSS);2;LEVE;2;0;1;2
2022;Rafael Uribe;Hombre;Subsidiado (EPSS);3;LEVE;1;1;0;1
2022;Rafael Uribe;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2022;Rafael Uribe;Mujer;Contributivo (EPS);2;MODERADO;1;0;1;1
2022;Rafael Uribe;Mujer;Contributivo (EPS);3;LEVE;4;1;0;4
2022;Rafael Uribe;Mujer;Subsidiado (EPSS);2;MODERADO;1;0;1;1
2022;Rafael Uribe;Mujer;Subsidiado (EPSS);3;LEVE;1;1;0;1
2022;Rafael Uribe;Mujer;Subsidiado (EPSS);3;SEVERO;1;0;1;1
2022;San Cristóbal;Hombre;Contributivo (EPS);2;LEVE;1;0;0;1
2022;San Cristóbal;Hombre;Contributivo (EPS);2;MODERADO;1;1;1;1
2022;San Cristóbal;Hombre;Contributivo (EPS);3;MODERADO;1;0;1;1
2022;San Cristóbal;Hombre;Subsidiado (EPSS);2;LEVE;1;0;1;1
2022;San Cristóbal;Hombre;Subsidiado (EPSS);2;MODERADO;4;2;4;4
2022;San Cristóbal;Mujer;Contributivo (EPS);2;LEVE;2;1;0;2
2022;San Cristóbal;Mujer;Contributivo (EPS);2;SEVERO;1;0;1;1
2022;San Cristóbal;Mujer;Régimen excepcional;2;LEVE;2;1;0;2
2022;San Cristóbal;Mujer;Subsidiado (EPSS);2;LEVE;3;0;0;3
2022;San Cristóbal;Mujer;Subsidiado (EPSS);2;MODERADO;1;0;1;1
2022;San Cristóbal;Mujer;Subsidiado (EPSS);2;SEVERO;1;0;1;1
2022;Santa Fe;Hombre;Contributivo (EPS);2;LEVE;1;1;0;1
2022;Santa Fe;Hombre;Contributivo (EPS);2;MODERADO;3;0;3;3
2022;Santa Fe;Hombre;Subsidiado (EPSS);2;LEVE;1;0;0;1
2022;Santa Fe;Hombre;Subsidiado (EPSS);2;MODERADO;2;0;2;2
2022;Santa Fe;Hombre;Subsidiado (EPSS);2;SEVERO;1;0;1;1
2022;Santa Fe;Hombre;Subsidiado (EPSS);3;LEVE;2;2;1;2
2022;Santa Fe;Mujer;Contributivo (EPS);2;LEVE;3;2;0;3
2022;Santa Fe;Mujer;Contributivo (EPS);2;MODERADO;1;0;1;1
2022;Santa Fe;Mujer;Contributivo (EPS);3;MODERADO;1;0;1;1
2022;Santa Fe;Mujer;Régimen excepcional;2;MODERADO;1;1;1;1
2022;Santa Fe;Mujer;Subsidiado (EPSS);2;LEVE;2;1;0;2
2022;Santa Fe;Mujer;Subsidiado (EPSS);2;SEVERO;1;0;1;1
2022;Santa Fe;Mujer;Subsidiado (EPSS);3;LEVE;1;0;0;1
2022;Suba;Hombre;Contributivo (EPS);3;LEVE;3;1;1;3
2022;Suba;Hombre;Contributivo (EPS);3;MODERADO;2;0;2;2
2022;Suba;Hombre;Subsidiado (EPSS);2;MODERADO;1;1;1;1
2022;Suba;Hombre;Subsidiado (EPSS);3;MODERADO;1;1;1;1
2022;Suba;Mujer;Contributivo (EPS);2;LEVE;1;1;0;1
2022;Suba;Mujer;Contributivo (EPS);2;MODERADO;1;1;1;1
2022;Suba;Mujer;Contributivo (EPS);3;LEVE;1;0;0;1
2022;Suba;Mujer;Subsidiado (EPSS);2;LEVE;1;0;0;1
2022;Suba;Mujer;Subsidiado (EPSS);3;LEVE;1;0;0;1
2022;Teusaquillo;Hombre;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2022;Teusaquillo;Mujer;Subsidiado (EPSS);4;LEVE;1;0;0;1
2022;Tunjuelito;Hombre;Contributivo (EPS);2;LEVE;2;1;1;2
2022;Tunjuelito;Hombre;Subsidiado (EPSS);2;MODERADO;4;3;4;4
2022;Tunjuelito;Hombre;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2022;Tunjuelito;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2022;Tunjuelito;Mujer;Contributivo (EPS);2;MODERADO;1;0;1;1
2022;Tunjuelito;Mujer;Subsidiado (EPSS);2;LEVE;1;1;0;1
2022;Tunjuelito;Mujer;Subsidiado (EPSS);2;MODERADO;2;0;2;2
2022;Usaquén;Hombre;Contributivo (EPS);1;SEVERO;1;0;1;1
2022;Usaquén;Hombre;Contributivo (EPS);3;LEVE;2;0;0;2
2022;Usaquén;Hombre;Subsidiado (EPSS);2;LEVE;2;1;0;2
2022;Usaquén;Hombre;Subsidiado (EPSS);2;MODERADO;1;1;1;1
2022;Usaquén;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2022;Usaquén;Mujer;Contributivo (EPS);3;LEVE;2;1;0;2
2022;Usaquén;Mujer;Contributivo (EPS);3;MODERADO;1;0;1;1
2022;Usaquén;Mujer;Contributivo (EPS);6;LEVE;1;0;0;1
2022;Usaquén;Mujer;Subsidiado (EPSS);2;MODERADO;1;0;1;1
2022;Usme;Hombre;Contributivo (EPS);1;LEVE;1;0;0;1
2022;Usme;Hombre;Contributivo (EPS);2;MODERADO;1;0;1;1
2022;Usme;Hombre;Régimen excepcional;1;LEVE;1;1;1;1
2022;Usme;Hombre;Subsidiado (EPSS);1;MODERADO;2;2;2;2
2022;Usme;Hombre;Subsidiado (EPSS);2;LEVE;1;0;1;1
2022;Usme;Mujer;Subsidiado (EPSS);2;LEVE;1;1;1;1
2023;Antonio Nariño;Hombre;Contributivo (EPS);2;MODERADO;1;0;1;1
2023;Antonio Nariño;Hombre;Contributivo (EPS);3;LEVE;2;0;1;2
2023;Antonio Nariño;Hombre;Subsidiado (EPSS);3;LEVE;2;0;0;2
2023;Antonio Nariño;Hombre;Subsidiado (EPSS);3;MODERADO;1;1;1;1
2023;Antonio Nariño;Mujer;Contributivo (EPS);3;LEVE;2;0;2;2
2023;Antonio Nariño;Mujer;Subsidiado (EPSS);3;LEVE;2;1;1;2
2023;Antonio Nariño;Mujer;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2023;Barrios Unidos;Hombre;Contributivo (EPS);3;LEVE;1;0;0;1
2023;Barrios Unidos;Hombre;Contributivo (EPS);3;SEVERO;2;0;2;2
2023;Barrios Unidos;Hombre;Ninguno;3;MODERADO;1;0;1;1
2023;Bosa;Hombre;Contributivo (EPS);2;LEVE;1;1;0;1
2023;Bosa;Hombre;Subsidiado (EPSS);2;MODERADO;1;0;1;1
2023;Bosa;Hombre;Subsidiado (EPSS);3;LEVE;1;0;0;1
2023;Bosa;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2023;Bosa;Mujer;Contributivo (EPS);2;SEVERO;1;1;1;1
2023;Bosa;Mujer;Subsidiado (EPSS);2;LEVE;1;0;0;1
2023;Bosa;Mujer;Subsidiado (EPSS);2;MODERADO;1;0;1;1
2023;Candelaria;Hombre;Contributivo (EPS);3;LEVE;1;0;0;1
2023;Candelaria;Hombre;Ninguno;2;LEVE;1;1;1;1
2023;Candelaria;Hombre;Subsidiado (EPSS);2;MODERADO;2;2;2;2
2023;Candelaria;Hombre;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2023;Candelaria;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2023;Candelaria;Mujer;Contributivo (EPS);3;MODERADO;1;1;1;1
2023;Candelaria;Mujer;Ninguno;2;LEVE;1;0;0;1
2023;Candelaria;Mujer;Subsidiado (EPSS);1;LEVE;1;0;0;1
2023;Candelaria;Mujer;Subsidiado (EPSS);1;MODERADO;1;0;1;1
2023;Candelaria;Mujer;Subsidiado (EPSS);2;MODERADO;1;0;0;1
2023;Chapinero;Hombre;Contributivo (EPS);1;LEVE;1;1;1;1
2023;Chapinero;Hombre;Contributivo (EPS);2;LEVE;1;0;0;1
2023;Chapinero;Hombre;Contributivo (EPS);2;MODERADO;2;0;2;2
2023;Chapinero;Hombre;Contributivo (EPS);5;MODERADO;1;0;1;1
2023;Chapinero;Hombre;Subsidiado (EPSS);1;LEVE;1;0;0;1
2023;Chapinero;Hombre;Subsidiado (EPSS);2;SEVERO;1;0;1;1
2023;Chapinero;Mujer;Contributivo (EPS);1;LEVE;1;0;0;1
2023;Chapinero;Mujer;Contributivo (EPS);4;LEVE;1;0;1;1
2023;Ciudad Bolívar;Hombre;Subsidiado (EPSS);1;LEVE;1;0;0;1
2023;Ciudad Bolívar;Hombre;Subsidiado (EPSS);1;MODERADO;1;0;1;1
2023;Ciudad Bolívar;Hombre;Subsidiado (EPSS);1;SEVERO;1;0;1;1
2023;Ciudad Bolívar;Hombre;Subsidiado (EPSS);2;MODERADO;1;1;1;1
2023;Ciudad Bolívar;Mujer;Contributivo (EPS);1;MODERADO;2;2;2;2
2023;Ciudad Bolívar;Mujer;Contributivo (EPS);2;SEVERO;1;0;1;1
2023;Ciudad Bolívar;Mujer;Subsidiado (EPSS);1;LEVE;1;0;0;1
2023;Ciudad Bolívar;Mujer;Subsidiado (EPSS);2;MODERADO;1;1;1;1
2023;Engativá;Hombre;Contributivo (EPS);2;LEVE;2;0;1;2
2023;Engativá;Hombre;Contributivo (EPS);3;LEVE;3;0;1;3
2023;Engativá;Hombre;Contributivo (EPS);3;MODERADO;2;0;2;2
2023;Engativá;Hombre;Subsidiado (EPSS);3;LEVE;2;1;0;2
2023;Engativá;Mujer;Contributivo (EPS);3;LEVE;3;2;1;3
2023;Engativá;Mujer;Régimen excepcional;3;LEVE;1;1;1;1
2023;Fontibón;Hombre;Subsidiado (EPSS);3;MODERADO;2;0;2;2
2023;Fontibón;Hombre;Subsidiado (EPSS);3;SEVERO;1;0;1;1
2023;Fontibón;Mujer;Contributivo (EPS);4;LEVE;1;0;0;1
2023;Fontibón;Mujer;Subsidiado (EPSS);2;LEVE;1;0;0;1
2023;Fontibón;Mujer;Subsidiado (EPSS);3;LEVE;2;1;0;2
2023;Kennedy;Hombre;Contributivo (EPS);2;LEVE;3;0;1;3
2023;Kennedy;Hombre;Contributivo (EPS);2;MODERADO;1;0;1;1
2023;Kennedy;Hombre;Contributivo (EPS);3;LEVE;3;0;1;3
2023;Kennedy;Hombre;Contributivo (EPS);3;MODERADO;1;1;1;1
2023;Kennedy;Hombre;Régimen excepcional;2;MODERADO;1;0;1;1
2023;Kennedy;Hombre;Subsidiado (EPSS);2;LEVE;1;0;0;1
2023;Kennedy;Hombre;Subsidiado (EPSS);3;MODERADO;2;0;2;2
2023;Kennedy;Mujer;Contributivo (EPS);2;SEVERO;1;0;1;1
2023;Kennedy;Mujer;Subsidiado (EPSS);2;LEVE;1;0;0;1
2023;Kennedy;Mujer;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2023;Mártires;Hombre;Contributivo (EPS);3;LEVE;1;0;0;1
2023;Mártires;Hombre;Contributivo (EPS);3;MODERADO;1;0;1;1
2023;Mártires;Hombre;Subsidiado (EPSS);3;LEVE;1;1;1;1
2023;Mártires;Hombre;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2023;Mártires;Mujer;Contributivo (EPS);3;LEVE;1;0;0;1
2023;Mártires;Mujer;Contributivo (EPS);3;MODERADO;1;0;1;1
2023;Mártires;Mujer;Subsidiado (EPSS);3;LEVE;3;0;1;3
2023;Mártires;Mujer;Subsidiado (EPSS);3;MODERADO;1;1;1;1
2023;Puente Aranda;Hombre;Contributivo (EPS);3;LEVE;5;0;1;5
2023;Puente Aranda;Hombre;Contributivo (EPS);3;MODERADO;2;0;2;2
2023;Puente Aranda;Hombre;Régimen excepcional;3;LEVE;1;0;0;1
2023;Puente Aranda;Hombre;Subsidiado (EPSS);3;LEVE;1;0;1;1
2023;Puente Aranda;Mujer;Contributivo (EPS);3;LEVE;2;0;0;2
2023;Puente Aranda;Mujer;Ninguno;3;MODERADO;1;0;1;1
2023;Puente Aranda;Mujer;Subsidiado (EPSS);3;LEVE;1;1;0;1
2023;Puente Aranda;Mujer;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2023;Rafael Uribe;Hombre;Contributivo (EPS);2;LEVE;1;0;0;1
2023;Rafael Uribe;Hombre;Contributivo (EPS);3;LEVE;1;0;0;1
2023;Rafael Uribe;Hombre;Régimen excepcional;3;LEVE;1;0;1;1
2023;Rafael Uribe;Hombre;Subsidiado (EPSS);2;LEVE;1;0;0;1
2023;Rafael Uribe;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2023;Rafael Uribe;Mujer;Subsidiado (EPSS);2;LEVE;4;1;1;4
2023;Rafael Uribe;Mujer;Subsidiado (EPSS);2;MODERADO;1;0;1;1
2023;Rafael Uribe;Mujer;Subsidiado (EPSS);3;LEVE;1;0;0;1
2023;Rafael Uribe;Mujer;Subsidiado (EPSS);3;MODERADO;2;0;2;2
2023;San Cristóbal;Hombre;Contributivo (EPS);2;MODERADO;3;0;3;3
2023;San Cristóbal;Hombre;Subsidiado (EPSS);2;LEVE;1;1;0;1
2023;San Cristóbal;Hombre;Subsidiado (EPSS);2;MODERADO;1;1;1;1
2023;San Cristóbal;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2023;San Cristóbal;Mujer;Contributivo (EPS);3;MODERADO;1;1;1;1
2023;San Cristóbal;Mujer;Subsidiado (EPSS);2;LEVE;3;1;0;3
2023;San Cristóbal;Mujer;Subsidiado (EPSS);2;SEVERO;1;1;1;1
